PID,Company Name,Order No,Item No,Customer No,Invoice No,Order Date,Invoice Date,Delivery Date,Rep ID,Sales,Cost,Margin,Quantity,Item Desc,PaymentMethod
74581,Lagozon Edutech Pvt Ltd,107741,10814,10019812,315455,10/30/2018,11/01/18,11/04/18,113,1893,316,116,6,Ebony Squash,1
73427,Lagozon Edutech Pvt Ltd,107749,10044,10019909,309419,08/24/2018,08/26/2018,08/29/2018,157,1,0,1,4,Club Low Fat Sour Cream,7
87305,Lagozon Edutech Pvt Ltd,107751,10411,10026055,309298,08/21/2018,08/23/2018,08/26/2018,145,68,34,22,2,Big Time Grape Popsicles,3
74047,Lagozon Edutech Pvt Ltd,107752,10385,10021986,313873,10/14/2018,10/16/2018,10/19/2018,183,97,49,84,2,Moms Sliced Ham,8
72216,Lagozon Edutech Pvt Ltd,107753,10708,10009863,309420,08/24/2018,08/26/2018,08/29/2018,153,2,1,1,2,Imagine Low Fat French Fries,1
78749,Lagozon Edutech Pvt Ltd,107756,10898,10020515,309183,08/20/2018,08/22/2018,08/25/2018,143,183,92,38,2,Pearl Chardonnay,7
72693,Lagozon Edutech Pvt Ltd,107761,10197,10013080,311209,09/14/2018,09/16/2018,09/19/2018,180,227,114,49,2,High Top Golden Delcious Apples,8
73423,Lagozon Edutech Pvt Ltd,107763,10339,10002155,309301,08/21/2018,08/23/2018,08/26/2018,127,1704,284,291,6,Better Canned Peas,10
73447,Lagozon Edutech Pvt Ltd,107764,10241,10019909,309422,08/24/2018,08/26/2018,08/29/2018,157,2,0,1,4,Best Choice Sesame Crackers,6
78798,Lagozon Edutech Pvt Ltd,107768,10967,10019664,309185,08/20/2018,08/22/2018,08/25/2018,170,308,154,281,2,Just Right Chicken Ramen Soup,2
78826,Lagozon Edutech Pvt Ltd,107774,10911,10013080,311210,09/14/2018,09/16/2018,09/19/2018,180,392,196,290,2,BBB Best Chunky Peanut Butter,1
78000,Lagozon Edutech Pvt Ltd,107776,10813,10019194,312834,10/02/18,10/04/18,10/07/18,108,47332,1578,580,30,Ebony Fresh Lima Beans,4
72704,Lagozon Edutech Pvt Ltd,107779,10641,10019812,309307,08/21/2018,08/23/2018,08/26/2018,113,4,2,8,2,Bravo Chicken Soup,10
72610,Lagozon Edutech Pvt Ltd,107783,10617,10023511,309309,08/21/2018,08/23/2018,08/26/2018,136,210,105,39,2,Landslide Strawberry Jam,1
81233,Lagozon Edutech Pvt Ltd,107787,10859,10022444,309311,08/21/2018,08/23/2018,08/26/2018,173,7,4,19,2,Nationeel Mini Donuts,4
77779,Lagozon Edutech Pvt Ltd,107788,10814,10019194,312026,09/23/2018,09/25/2018,09/28/2018,108,841,210,77,4,Ebony Squash,7
74232,Lagozon Edutech Pvt Ltd,107789,10797,10019194,309765,08/27/2018,08/29/2018,09/01/18,108,53,13,17,4,Ebony New Potatos,9
73449,Lagozon Edutech Pvt Ltd,107790,10814,10019194,311896,09/22/2018,09/24/2018,09/27/2018,108,210,105,39,2,Ebony Squash,4
77663,Lagozon Edutech Pvt Ltd,107792,10821,10019194,311341,09/15/2018,09/17/2018,09/20/2018,108,214,107,96,2,Ebony Lemons,10
74291,Lagozon Edutech Pvt Ltd,107794,10713,10022183,309725,08/27/2018,08/29/2018,09/01/18,179,67,34,18,2,Imagine Frozen Pepperoni Pizza,3
72259,Lagozon Edutech Pvt Ltd,107795,10252,10014495,309190,08/20/2018,08/22/2018,08/25/2018,116,53,27,31,2,Best Choice Frosted Donuts,8
78831,Lagozon Edutech Pvt Ltd,107796,10046,10021175,309191,08/20/2018,08/22/2018,08/25/2018,159,716,119,146,6,Club Jack Cheese,2
78839,Lagozon Edutech Pvt Ltd,107797,10644,10006977,311169,09/14/2018,09/16/2018,09/19/2018,154,14730,921,895,16,Bravo Canned Tomatos,2
74355,Lagozon Edutech Pvt Ltd,107800,10814,10020962,309123,08/20/2018,08/22/2018,08/25/2018,175,1239,619,528,2,Ebony Squash,9
74216,Lagozon Edutech Pvt Ltd,107801,10090,10021239,309766,08/27/2018,08/29/2018,09/01/18,112,26899,2690,823,10,Golden Waffles,7
74218,Lagozon Edutech Pvt Ltd,107802,10923,10013079,309727,08/27/2018,08/29/2018,09/01/18,136,15,8,28,2,BBB Best Columbian Coffee,5
77822,Lagozon Edutech Pvt Ltd,107803,10622,10014804,313355,10/08/18,10/10/18,10/13/2018,127,761,380,197,2,Landslide Grape Jelly,3
79149,Lagozon Edutech Pvt Ltd,107805,10347,10002159,309426,08/24/2018,08/26/2018,08/29/2018,109,7195,1799,1367,4,Better Fancy Canned Sardines,4
79177,Lagozon Edutech Pvt Ltd,107806,10871,10023447,311342,09/15/2018,09/17/2018,09/20/2018,176,307,154,47,2,Nationeel Raisins,3
73497,Lagozon Edutech Pvt Ltd,107808,10186,10009650,309428,08/24/2018,08/26/2018,08/29/2018,132,123,31,80,4,High Top Cauliflower,2
73483,Lagozon Edutech Pvt Ltd,107809,10644,10004245,309429,08/24/2018,08/26/2018,08/29/2018,180,230,115,89,2,Bravo Canned Tomatos,2
73528,Lagozon Edutech Pvt Ltd,107811,10194,10004245,309431,08/24/2018,08/26/2018,08/29/2018,180,183,92,45,2,High Top Firm Tofu,7
72312,Lagozon Edutech Pvt Ltd,107817,10221,10019194,309436,08/24/2018,08/26/2018,08/29/2018,108,563,282,374,2,Best Choice Sugar Cookies,8
72724,Lagozon Edutech Pvt Ltd,107818,10992,10022456,309192,08/20/2018,08/22/2018,08/25/2018,104,1812,906,227,2,Even Better Mild Cheddar Cheese,5
72671,Lagozon Edutech Pvt Ltd,107820,10654,10027572,309201,08/21/2018,08/23/2018,08/26/2018,151,157277,6553,4581,24,Bravo Large Canned Shrimp,1
72307,Lagozon Edutech Pvt Ltd,107821,10928,10007577,309313,08/21/2018,08/23/2018,08/26/2018,175,222,111,136,2,BBB Best Apple Butter,6
72232,Lagozon Edutech Pvt Ltd,107826,10212,10008638,309133,08/20/2018,08/22/2018,08/25/2018,179,1057,529,368,2,High Top Oranges,9
72631,Lagozon Edutech Pvt Ltd,107827,10527,10008638,309134,08/20/2018,08/22/2018,08/25/2018,179,142,71,101,2,Kiwi Scallops,5
72725,Lagozon Edutech Pvt Ltd,107829,10514,10011198,309209,08/21/2018,08/23/2018,08/26/2018,124,75,37,37,2,Tell Tale Broccoli,10
72721,Lagozon Edutech Pvt Ltd,107831,10889,10008602,309317,08/21/2018,08/23/2018,08/26/2018,121,167077,7594,6552,22,Discover Manicotti,3
73464,Lagozon Edutech Pvt Ltd,107837,10489,10024999,309320,08/21/2018,08/23/2018,08/26/2018,112,16954,2826,1992,6,Tell Tale Onions,4
73468,Lagozon Edutech Pvt Ltd,107848,10533,10023471,309442,08/24/2018,08/26/2018,08/29/2018,172,76,38,49,2,Fast Chocolate Chip Cookies,8
73505,Lagozon Edutech Pvt Ltd,107849,10254,10009650,309443,08/24/2018,08/26/2018,08/29/2018,132,219,110,18,2,Choice Mint Chocolate Bar,2
73491,Lagozon Edutech Pvt Ltd,107851,10205,10023793,309444,08/24/2018,08/26/2018,08/29/2018,115,301,151,96,2,High Top Mixed Nuts,8
73429,Lagozon Edutech Pvt Ltd,107854,10890,10013312,309445,08/24/2018,08/26/2018,08/29/2018,151,847,106,90,8,Discover Spaghetti,9
73440,Lagozon Edutech Pvt Ltd,107855,10724,10009863,309446,08/24/2018,08/26/2018,08/29/2018,153,7,4,4,2,Imagine Lime Popsicles,7
74635,Lagozon Edutech Pvt Ltd,107857,10615,10019665,309447,08/24/2018,08/26/2018,08/29/2018,182,226,113,0,2,Landslide Grape Jam,8
72598,Lagozon Edutech Pvt Ltd,107858,10403,10013332,309909,08/28/2018,08/30/2018,09/02/18,131,337,168,278,2,Big Time Frozen Cheese Pizza,10
75259,Lagozon Edutech Pvt Ltd,107865,10617,10021668,309449,08/24/2018,08/26/2018,08/29/2018,117,2,1,2,2,Landslide Strawberry Jam,8
73484,Lagozon Edutech Pvt Ltd,107866,10968,10026532,310055,08/31/2018,09/02/18,09/05/18,167,249,124,178,2,Just Right Canned Tuna in Water,1
74231,Lagozon Edutech Pvt Ltd,107867,10521,10021668,309450,08/24/2018,08/26/2018,08/29/2018,117,273,136,4,2,Tell Tale Fuji Apples,3
74329,Lagozon Edutech Pvt Ltd,107870,10018,10014540,309767,08/27/2018,08/29/2018,09/01/18,114,23,11,45,2,Blue Label Canned String Beans,8
73512,Lagozon Edutech Pvt Ltd,107872,10406,10021418,309452,08/24/2018,08/26/2018,08/29/2018,181,25,13,32,2,Big Time Frozen Carrots,6
77655,Lagozon Edutech Pvt Ltd,107874,10697,10020684,309453,08/24/2018,08/26/2018,08/29/2018,144,384,192,121,2,Cutting Edge Potato Salad,6
73885,Lagozon Edutech Pvt Ltd,107875,10636,10016334,310791,09/08/18,09/10/18,09/13/2018,154,370,185,42,2,Radius Wheat Puffs,9
73896,Lagozon Edutech Pvt Ltd,107887,10101,10006037,309542,08/25/2018,08/27/2018,08/30/2018,103,316,158,123,2,Golden Home Style French Fries,1
73887,Lagozon Edutech Pvt Ltd,107891,10522,10012226,309544,08/25/2018,08/27/2018,08/29/2018,180,226,56,53,4,Tell Tale Walnuts,7
73916,Lagozon Edutech Pvt Ltd,107892,10919,10025267,309545,08/25/2018,08/27/2018,08/30/2018,105,62,31,41,2,BBB Best Corn Oil,6
72638,Lagozon Edutech Pvt Ltd,107896,10600,10002969,309652,08/26/2018,08/28/2018,08/31/2018,175,225,11,9,20,Landslide Decaf Coffee,5
86756,Lagozon Edutech Pvt Ltd,107898,10226,10026055,309335,08/21/2018,08/23/2018,08/26/2018,145,40,20,74,2,Best Choice Lemon Cookies,1
73865,Lagozon Edutech Pvt Ltd,107899,10589,10020672,313611,10/12/18,10/14/2018,10/17/2018,125,148,74,55,2,Colony Cranberry Muffins,10
74027,Lagozon Edutech Pvt Ltd,107900,10099,10020672,309546,08/25/2018,08/27/2018,08/30/2018,125,17,9,23,2,Golden Pancake Mix,9
74030,Lagozon Edutech Pvt Ltd,107903,10388,10019400,309596,08/26/2018,08/28/2018,08/31/2018,119,4,1,1,4,Urban Small Brown Eggs,7
72634,Lagozon Edutech Pvt Ltd,107906,10400,10019617,309338,08/21/2018,08/23/2018,08/26/2018,170,20,2,11,10,Big Time Fajita French Fries,8
73965,Lagozon Edutech Pvt Ltd,107907,10106,10025267,309339,08/21/2018,08/23/2018,08/26/2018,105,23,12,23,2,Golden Frozen Broccoli,6
73923,Lagozon Edutech Pvt Ltd,107908,10489,10016334,309547,08/25/2018,08/27/2018,08/30/2018,154,1524,762,646,2,Tell Tale Onions,3
73895,Lagozon Edutech Pvt Ltd,107912,10644,10022444,309551,08/25/2018,08/27/2018,08/30/2018,173,230,115,89,2,Bravo Canned Tomatos,10
88028,Lagozon Edutech Pvt Ltd,107913,10281,10020672,309552,08/25/2018,08/27/2018,08/30/2018,125,48,24,83,2,Great Blueberry Muffins,3
82648,Lagozon Edutech Pvt Ltd,107915,10610,10012226,314168,10/16/2018,10/18/2018,10/21/2018,180,2162,541,59,4,Landslide Low Fat Apple Butter,8
83256,Lagozon Edutech Pvt Ltd,107919,10909,10012226,315202,10/28/2018,10/30/2018,11/02/18,180,383,192,65,2,Fantastic Wheat Bread,4
73851,Lagozon Edutech Pvt Ltd,107921,10675,10025241,309654,08/26/2018,08/28/2018,08/31/2018,118,127,63,48,2,Gorilla Sharp Cheddar Cheese,6
73918,Lagozon Edutech Pvt Ltd,107925,10799,10015793,309557,08/25/2018,08/27/2018,08/30/2018,182,1114,557,480,2,Ebony Prepared Salad,10
79556,Lagozon Edutech Pvt Ltd,107927,10657,10018885,309558,08/25/2018,08/27/2018,08/30/2018,107,166,83,102,2,Bravo Fancy Canned Oysters,5
73883,Lagozon Edutech Pvt Ltd,107933,10591,10019194,311606,09/17/2018,09/19/2018,09/22/2018,108,232,116,246,2,Colony Bagels,6
73915,Lagozon Edutech Pvt Ltd,107934,10074,10016334,309561,08/25/2018,08/27/2018,08/30/2018,154,35,18,39,2,Red Spade Sliced Ham,10
73503,Lagozon Edutech Pvt Ltd,107936,10716,10026055,309562,08/25/2018,08/27/2018,08/30/2018,145,108,54,120,2,Imagine Apple Cinnamon Waffles,10
88878,Lagozon Edutech Pvt Ltd,107938,10307,10019194,309563,08/25/2018,08/27/2018,08/30/2018,108,61,30,24,2,Super Creamy Peanut Butter,8
74648,Lagozon Edutech Pvt Ltd,107942,10611,10015789,314354,10/19/2018,10/21/2018,10/24/2018,110,590,295,54,2,Landslide Salt,6
74193,Lagozon Edutech Pvt Ltd,107943,10536,10022687,309910,08/28/2018,08/30/2018,09/02/18,113,1078,539,326,2,Fast Potato Chips,1
73945,Lagozon Edutech Pvt Ltd,107945,10291,10002489,310184,09/01/18,09/03/18,09/06/18,109,75,5,14,14,Super Vegetable Oil,8
85575,Lagozon Edutech Pvt Ltd,107946,10098,10001786,309911,08/28/2018,08/30/2018,09/02/18,121,357,178,115,2,Golden Beef TV Dinner,1
85669,Lagozon Edutech Pvt Ltd,107947,10325,10019400,313333,10/08/18,10/10/18,10/12/18,119,123,61,102,2,Best Wheat Puffs,7
73876,Lagozon Edutech Pvt Ltd,107950,10389,10020445,309769,08/27/2018,08/29/2018,09/01/18,173,281,140,104,2,Urban Large Brown Eggs,2
75296,Lagozon Edutech Pvt Ltd,107951,10839,10017036,309567,08/25/2018,08/27/2018,08/30/2018,117,91,46,1,2,Nationeel Low Fat Cookies,6
74036,Lagozon Edutech Pvt Ltd,107953,10841,10009606,310058,08/31/2018,09/02/18,09/05/18,103,148907,9307,8291,16,Nationeel Corn Chips,7
77710,Lagozon Edutech Pvt Ltd,107957,10842,10005376,309657,08/26/2018,08/28/2018,08/31/2018,109,34,17,15,2,Nationeel Low Fat BBQ Chips,1
77711,Lagozon Edutech Pvt Ltd,107958,10522,10021158,310900,09/09/18,09/11/18,09/14/2018,143,56,28,19,2,Tell Tale Walnuts,5
77969,Lagozon Edutech Pvt Ltd,107960,10211,10021158,312220,09/25/2018,09/27/2018,09/30/2018,143,28372,546,675,52,High Top Walnuts,5
77900,Lagozon Edutech Pvt Ltd,107961,10415,10021158,310994,09/10/18,09/12/18,09/15/2018,143,534,53,63,10,Big Time Ice Cream Sandwich,7
77239,Lagozon Edutech Pvt Ltd,107962,10411,10021158,310693,09/07/18,09/09/18,09/12/18,143,272,68,26,4,Big Time Grape Popsicles,3
77624,Lagozon Edutech Pvt Ltd,107964,10957,10021158,311898,09/22/2018,09/24/2018,09/27/2018,143,33035,635,541,52,Just Right Chicken Soup,7
81118,Lagozon Edutech Pvt Ltd,107965,10724,10003882,309770,08/27/2018,08/29/2018,09/01/18,176,7,4,4,2,Imagine Lime Popsicles,2
74233,Lagozon Edutech Pvt Ltd,107966,10671,10021158,311899,09/22/2018,09/24/2018,09/27/2018,143,6106,763,315,8,Gorilla Low Fat String Cheese,10
74302,Lagozon Edutech Pvt Ltd,107967,10797,10012425,309771,08/27/2018,08/29/2018,09/01/18,108,211,26,34,8,Ebony New Potatos,6
81397,Lagozon Edutech Pvt Ltd,107968,10504,10000453,309772,08/27/2018,08/29/2018,09/01/18,125,381,191,126,2,Tell Tale Limes,9
79552,Lagozon Edutech Pvt Ltd,107969,10814,10000453,312132,09/24/2018,09/26/2018,09/29/2018,125,1893,316,121,6,Ebony Squash,4
81156,Lagozon Edutech Pvt Ltd,107971,10731,10018146,317694,11/25/2018,11/27/2018,11/30/2018,157,552,138,112,4,Imagine Popsicles,7
74128,Lagozon Edutech Pvt Ltd,107975,10307,10007564,309659,08/26/2018,08/28/2018,08/31/2018,166,2195,183,78,12,Super Creamy Peanut Butter,1
73462,Lagozon Edutech Pvt Ltd,107981,10219,10004245,309469,08/24/2018,08/26/2018,08/29/2018,180,6,3,4,2,Best Choice Corn Chips,8
77216,Lagozon Edutech Pvt Ltd,107983,10610,10026055,314169,10/16/2018,10/18/2018,10/24/2018,145,541,270,22,2,Landslide Low Fat Apple Butter,2
73926,Lagozon Edutech Pvt Ltd,107985,10935,10004245,309470,08/24/2018,08/26/2018,08/29/2018,180,475,237,233,2,BBB Best Strawberry Preserves,4
73924,Lagozon Edutech Pvt Ltd,107988,10343,10000601,309576,08/25/2018,08/27/2018,08/30/2018,134,210,105,122,2,Better Large Canned Shrimp,10
81413,Lagozon Edutech Pvt Ltd,107989,10052,10004245,309577,08/25/2018,08/27/2018,08/30/2018,180,240,120,97,2,Club Cheese Spread,2
73451,Lagozon Edutech Pvt Ltd,107996,10994,10020684,312133,09/24/2018,09/26/2018,09/29/2018,144,15619,781,251,20,Even Better 2% Milk,3
81685,Lagozon Edutech Pvt Ltd,107997,10307,10018885,309474,08/24/2018,08/26/2018,08/29/2018,107,61,30,24,2,Super Creamy Peanut Butter,8
73959,Lagozon Edutech Pvt Ltd,107999,10727,10007577,312221,09/25/2018,09/27/2018,09/30/2018,175,2,1,10,2,Imagine Frozen Cauliflower,3
73433,Lagozon Edutech Pvt Ltd,108000,10938,10019194,309581,08/25/2018,08/27/2018,08/30/2018,108,1242,621,455,2,BBB Best Grape Jelly,1
73472,Lagozon Edutech Pvt Ltd,108002,10256,10009662,309476,08/24/2018,08/26/2018,08/29/2018,170,20,10,9,2,Choice Semi-Sweet Chocolate Bar,1
75504,Lagozon Edutech Pvt Ltd,108005,10091,10007457,310186,09/01/18,09/03/18,09/06/18,130,10,5,18,2,Golden Frozen Pepperoni Pizza,1
75593,Lagozon Edutech Pvt Ltd,108007,10660,10004245,310187,09/01/18,09/03/18,09/06/18,180,704,176,73,4,Applause Canned Mixed Fruit,10
73861,Lagozon Edutech Pvt Ltd,108008,10847,10015793,309776,08/27/2018,08/29/2018,09/01/18,182,30,15,25,2,Nationeel Potato Chips,7
73488,Lagozon Edutech Pvt Ltd,108010,10408,10020445,309585,08/25/2018,08/27/2018,08/30/2018,173,19,10,13,2,Big Time Chicken TV Dinner,10
78053,Lagozon Edutech Pvt Ltd,108011,10527,10008638,309348,08/24/2018,08/26/2018,08/29/2018,179,142,71,101,2,Kiwi Scallops,6
77899,Lagozon Edutech Pvt Ltd,108012,10108,10022444,311102,09/11/18,09/13/2018,09/16/2018,173,293566,2936,1588,100,Golden Frozen Peas,3
74265,Lagozon Edutech Pvt Ltd,108015,10800,10004245,309478,08/24/2018,08/26/2018,08/29/2018,180,2,1,9,2,Ebony Onions,1
86205,Lagozon Edutech Pvt Ltd,108016,10198,10025353,309777,08/27/2018,08/29/2018,09/01/18,111,211,105,75,2,High Top Red Delcious Apples,3
74582,Lagozon Edutech Pvt Ltd,108018,10973,10025300,313472,10/09/18,10/11/18,10/14/2018,168,352,176,131,2,Just Right Fancy Canned Oysters,7
74140,Lagozon Edutech Pvt Ltd,108020,10898,10019664,309661,08/26/2018,08/28/2018,08/30/2018,170,183,92,98,2,Pearl Chardonnay,1
74641,Lagozon Edutech Pvt Ltd,108022,10219,10012226,309663,08/26/2018,08/28/2018,08/31/2018,180,24,6,9,4,Best Choice Corn Chips,10
74646,Lagozon Edutech Pvt Ltd,108025,10953,10012157,309913,08/28/2018,08/30/2018,09/02/18,157,4507,322,259,14,Special Grits,2
77997,Lagozon Edutech Pvt Ltd,108027,10254,10019194,311104,09/11/18,09/13/2018,09/16/2018,108,219,110,21,2,Choice Mint Chocolate Bar,1
89447,Lagozon Edutech Pvt Ltd,108028,10046,10022252,309480,08/24/2018,08/26/2018,08/29/2018,175,318,80,113,4,Club Jack Cheese,1
74585,Lagozon Edutech Pvt Ltd,108029,10633,10019194,314698,10/22/2018,10/24/2018,10/28/2018,108,1467,367,368,4,Token Apple Drink,7
73938,Lagozon Edutech Pvt Ltd,108031,10943,10022456,309589,08/25/2018,08/27/2018,08/30/2018,104,341,171,76,2,Fabulous Diet Soda,5
75222,Lagozon Edutech Pvt Ltd,108032,10869,10019194,311212,09/14/2018,09/16/2018,09/19/2018,108,362,181,96,2,Nationeel Grape Fruit Roll,1
74098,Lagozon Edutech Pvt Ltd,108033,10680,10019194,309664,08/26/2018,08/28/2018,08/31/2018,108,431,216,101,2,Gorilla Chocolate Milk,8
75511,Lagozon Edutech Pvt Ltd,108034,10598,10019194,314499,10/20/2018,10/22/2018,10/25/2018,108,847,424,35,2,Landslide White Sugar,4
79521,Lagozon Edutech Pvt Ltd,108035,10011,10013080,310697,09/07/18,09/09/18,09/12/18,180,51724,4310,5109,12,Washington Apple Drink,10
74261,Lagozon Edutech Pvt Ltd,108036,10871,10019194,311608,09/17/2018,09/19/2018,09/22/2018,108,307,154,43,2,Nationeel Raisins,8
74045,Lagozon Edutech Pvt Ltd,108038,10690,10007564,311609,09/17/2018,09/19/2018,09/22/2018,166,1665053,13875,13503,120,Cutting Edge Foot-Long Hot Dogs,6
74230,Lagozon Edutech Pvt Ltd,108039,10307,10021668,309665,08/26/2018,08/28/2018,08/30/2018,117,61,30,24,2,Super Creamy Peanut Butter,10
76308,Lagozon Edutech Pvt Ltd,108040,10827,10023524,309781,08/27/2018,08/29/2018,09/01/18,103,71,36,20,2,Ebony Mixed Nuts,2
74096,Lagozon Edutech Pvt Ltd,108046,10973,10010906,310553,09/04/18,09/06/18,09/09/18,115,242,121,123,2,Just Right Fancy Canned Oysters,1
79390,Lagozon Edutech Pvt Ltd,108051,10854,10024262,309670,08/26/2018,08/28/2018,08/31/2018,161,841,210,91,4,Nationeel Salsa Dip,3
75584,Lagozon Edutech Pvt Ltd,108059,10211,10013252,311460,09/16/2018,09/18/2018,09/21/2018,147,1175,588,607,2,High Top Walnuts,2
75597,Lagozon Edutech Pvt Ltd,108076,10186,10014043,310190,09/01/18,09/03/18,09/06/18,167,770,77,199,10,High Top Cauliflower,4
74318,Lagozon Edutech Pvt Ltd,108077,10672,10023511,309784,08/27/2018,08/29/2018,09/01/18,136,254,127,176,2,Gorilla Havarti Cheese,8
74576,Lagozon Edutech Pvt Ltd,108078,10690,10004245,309785,08/27/2018,08/29/2018,09/01/18,180,463,231,315,2,Cutting Edge Foot-Long Hot Dogs,9
74577,Lagozon Edutech Pvt Ltd,108079,10078,10024022,309918,08/28/2018,08/30/2018,09/02/18,163,0,0,1,2,Blue Medal Large Brown Eggs,5
74242,Lagozon Edutech Pvt Ltd,108080,10101,10014739,309919,08/28/2018,08/30/2018,09/02/18,158,316,158,123,2,Golden Home Style French Fries,8
74068,Lagozon Edutech Pvt Ltd,108082,10093,10023511,309787,08/27/2018,08/29/2018,09/01/18,136,83,42,49,2,Golden Frozen Mushroom Pizza,3
74124,Lagozon Edutech Pvt Ltd,108084,10613,10011870,309678,08/26/2018,08/28/2018,08/31/2018,120,66,33,133,2,Landslide Oregano,4
79297,Lagozon Edutech Pvt Ltd,108089,10937,10023275,312337,09/28/2018,09/30/2018,09/29/2018,134,5370680,40080,26352,134,BBB Best Apple Preserves,5
79304,Lagozon Edutech Pvt Ltd,108091,10238,10013011,311473,09/16/2018,09/18/2018,09/21/2018,161,27,3,7,8,Best Choice Beef Jerky,8
74644,Lagozon Edutech Pvt Ltd,108094,10720,10015783,314170,10/16/2018,10/18/2018,10/21/2018,172,63,31,38,2,Imagine Beef TV Dinner,1
87596,Lagozon Edutech Pvt Ltd,108095,10603,10005919,309921,08/28/2018,08/30/2018,09/02/18,117,20,10,32,2,Landslide Corn Oil,7
77641,Lagozon Edutech Pvt Ltd,108100,10934,10007577,314035,10/15/2018,10/17/2018,10/25/2018,175,165,82,144,2,BBB Best Creamy Peanut Butter,7
75262,Lagozon Edutech Pvt Ltd,108105,10173,10007577,312376,09/28/2018,09/30/2018,10/03/18,175,499,249,115,2,High Top Asparagus,9
75195,Lagozon Edutech Pvt Ltd,108109,10090,10009863,310063,08/31/2018,09/02/18,09/05/18,153,286,143,214,2,Golden Waffles,7
75833,Lagozon Edutech Pvt Ltd,108110,10346,10024022,310064,08/31/2018,09/02/18,09/05/18,163,85,43,17,2,Better Fancy Canned Oysters,3
75835,Lagozon Edutech Pvt Ltd,108116,10397,10000475,310404,09/03/18,09/05/18,09/08/18,179,1,1,10,2,Big Time Low Fat French Fries,9
75841,Lagozon Edutech Pvt Ltd,108118,10930,10019400,313335,10/08/18,10/10/18,10/12/18,119,791,198,153,4,BBB Best Apple Jelly,4
78047,Lagozon Edutech Pvt Ltd,108119,10403,10026348,312134,09/24/2018,09/26/2018,09/29/2018,119,2729182,15162,15370,180,Big Time Frozen Cheese Pizza,1
74113,Lagozon Edutech Pvt Ltd,108122,10889,10000461,311063,09/11/18,09/13/2018,09/16/2018,172,5523,1381,1231,4,Discover Manicotti,10
75268,Lagozon Edutech Pvt Ltd,108123,10046,10009623,309687,08/26/2018,08/28/2018,08/31/2018,105,2864,239,241,12,Club Jack Cheese,2
74031,Lagozon Edutech Pvt Ltd,108125,10085,10024541,310068,08/31/2018,09/02/18,09/05/18,166,1341,168,307,8,Golden Frozen Pancakes,4
75720,Lagozon Edutech Pvt Ltd,108126,10871,10021986,310903,09/09/18,09/11/18,09/14/2018,183,307,154,49,2,Nationeel Raisins,10
77687,Lagozon Edutech Pvt Ltd,108130,10890,10000461,310757,09/08/18,09/10/18,09/12/18,172,7573,1893,1128,4,Discover Spaghetti,2
74076,Lagozon Edutech Pvt Ltd,108132,10405,10012885,310069,08/31/2018,09/02/18,09/05/18,107,23,12,29,2,Big Time Apple Cinnamon Waffles,10
89297,Lagozon Edutech Pvt Ltd,108140,10609,10012425,309692,08/26/2018,08/28/2018,08/31/2018,108,195,97,110,2,Landslide Pepper,3
89360,Lagozon Edutech Pvt Ltd,108141,10110,10016548,314595,10/21/2018,10/23/2018,10/26/2018,118,3,2,3,2,Golden Frozen Chicken Thighs,9
75185,Lagozon Edutech Pvt Ltd,108142,10821,10012425,310315,09/02/18,09/04/18,09/07/18,108,214,107,98,2,Ebony Lemons,4
75232,Lagozon Edutech Pvt Ltd,108143,10391,10025300,310071,08/31/2018,09/02/18,09/05/18,168,7,3,11,2,Urban Large Eggs,8
75245,Lagozon Edutech Pvt Ltd,108145,10290,10025158,310073,08/31/2018,09/02/18,09/05/18,125,217,54,111,4,Super Regular Coffee,3
74217,Lagozon Edutech Pvt Ltd,108146,10730,10020914,309799,08/27/2018,08/29/2018,09/01/18,182,17,8,16,2,Imagine Frozen Peas,9
75182,Lagozon Edutech Pvt Ltd,108149,10422,10016780,310508,09/04/18,09/06/18,09/09/18,120,3,2,9,2,Big Time Frozen Chicken Wings,1
75216,Lagozon Edutech Pvt Ltd,108152,10572,10023511,310699,09/07/18,09/09/18,09/12/18,136,2,1,2,2,Shady Lake Ravioli,6
74065,Lagozon Edutech Pvt Ltd,108153,10514,10016334,310074,08/31/2018,09/02/18,09/05/18,154,75,37,41,2,Tell Tale Broccoli,10
74266,Lagozon Edutech Pvt Ltd,108156,10186,10018885,309694,08/26/2018,08/28/2018,08/31/2018,107,303,76,58,4,High Top Cauliflower,6
74200,Lagozon Edutech Pvt Ltd,108158,10375,10019194,309804,08/27/2018,08/29/2018,09/01/18,108,124,62,123,2,Moms Pimento Loaf,2
74337,Lagozon Edutech Pvt Ltd,108167,10035,10022444,309809,08/27/2018,08/29/2018,09/01/18,173,27,13,1,2,Blue Label Fancy Canned Oysters,5
78794,Lagozon Edutech Pvt Ltd,108168,10999,10018518,309810,08/27/2018,08/29/2018,09/01/18,117,2186,1093,59,2,Even Better Strawberry Yogurt,5
77743,Lagozon Edutech Pvt Ltd,108169,10973,10019664,311216,09/14/2018,09/16/2018,09/19/2018,170,352,176,259,2,Just Right Fancy Canned Oysters,6
75569,Lagozon Edutech Pvt Ltd,108174,10414,10011052,310904,09/09/18,09/11/18,09/14/2018,157,424,106,119,4,Big Time Ice Cream,1
75286,Lagozon Edutech Pvt Ltd,108175,10171,10005376,310194,09/01/18,09/03/18,09/06/18,104,829,414,121,2,High Top Summer Squash,9
